;Íמלונ;Âנולÿ;Èםסענףלוםע;Öוםא;Êמכ-גמ;Îבתול;Îןונאצטÿ
1;240 805 900 800 000;10:00:15;SBER [LSE_IOB];12.07;357;4 308.99;
2;240 805 900 800 001;10:00:21;SBER [LSE_IOB];12.09;439;5 307.51;
3;240 805 900 800 002;10:00:21;SBER [LSE_IOB];12.09;196;2 369.64;
4;240 805 900 800 003;10:00:21;SBER [LSE_IOB];12.09;5;60.45;
5;240 805 900 800 004;10:00:21;SBER [LSE_IOB];12.09;154;1 861.86;
6;240 805 900 800 005;10:00:25;SBER [LSE_IOB];12.075;700;8 452.50;
7;240 805 900 800 006;10:00:25;SBER [LSE_IOB];12.075;100;1 207.50;
8;240 805 900 800 007;10:00:25;SBER [LSE_IOB];12.07;100;1 207.00;
9;240 805 900 800 008;10:00:25;SBER [LSE_IOB];12.065;100;1 206.50;
10;240 805 900 800 009;10:00:25;SBER [LSE_IOB];12.065;750;9 048.75;
11;240 805 900 800 010;10:00:25;SBER [LSE_IOB];12.065;402;4 850.13;
12;240 805 900 800 011;10:00:25;SBER [LSE_IOB];12.07;920;11 104.40;
13;240 805 900 800 012;10:00:25;SBER [LSE_IOB];12.07;920;11 104.40;
14;240 805 900 800 013;10:00:25;SBER [LSE_IOB];12.07;920;11 104.40;
15;240 805 900 800 014;10:00:26;SBER [LSE_IOB];12.07;100;1 207.00;
16;240 805 900 800 015;10:00:26;SBER [LSE_IOB];12.07;820;9 897.40;
17;240 805 900 800 016;10:00:26;SBER [LSE_IOB];12.07;920;11 104.40;
18;240 805 900 800 017;10:00:26;SBER [LSE_IOB];12.07;100;1 207.00;
19;240 805 900 800 018;10:00:26;SBER [LSE_IOB];12.065;100;1 206.50;
20;240 805 900 800 019;10:00:26;SBER [LSE_IOB];12.065;173;2 087.25;
21;240 805 900 800 020;10:00:26;SBER [LSE_IOB];12.07;100;1 207.00;
22;240 805 900 800 021;10:00:26;SBER [LSE_IOB];12.07;100;1 207.00;
23;240 805 900 800 022;10:00:26;SBER [LSE_IOB];12.07;620;7 483.40;
24;240 805 900 800 023;10:00:26;SBER [LSE_IOB];12.07;920;11 104.40;
25;240 805 900 800 024;10:00:26;SBER [LSE_IOB];12.07;320;3 862.40;
26;240 805 900 800 025;10:00:26;SBER [LSE_IOB];12.07;560;6 759.20;
27;240 805 900 800 026;10:00:27;SBER [LSE_IOB];12.08;100;1 208.00;
28;240 805 900 800 027;10:00:27;SBER [LSE_IOB];12.08;100;1 208.00;
29;240 805 900 800 028;10:00:27;SBER [LSE_IOB];12.075;100;1 207.50;
30;240 805 900 800 029;10:00:27;SBER [LSE_IOB];12.075;100;1 207.50;
31;240 805 900 800 030;10:00:27;SBER [LSE_IOB];12.075;100;1 207.50;
32;240 805 900 800 031;10:00:28;SBER [LSE_IOB];12.07;140;1 689.80;
33;240 805 900 800 032;10:00:28;SBER [LSE_IOB];12.07;100;1 207.00;
34;240 805 900 800 033;10:00:28;SBER [LSE_IOB];12.07;100;1 207.00;
35;240 805 900 800 034;10:00:28;SBER [LSE_IOB];12.07;15;181.05;
36;240 805 900 800 035;10:00:28;SBER [LSE_IOB];12.07;85;1 025.95;
37;240 805 900 800 036;10:00:28;SBER [LSE_IOB];12.07;100;1 207.00;
38;240 805 900 800 037;10:00:28;SBER [LSE_IOB];12.07;100;1 207.00;
39;240 805 900 800 038;10:00:28;SBER [LSE_IOB];12.07;100;1 207.00;
40;240 805 900 800 039;10:00:30;SBER [LSE_IOB];12.07;100;1 207.00;
41;240 805 900 800 040;10:00:30;SBER [LSE_IOB];12.07;100;1 207.00;
42;240 805 900 800 041;10:00:30;SBER [LSE_IOB];12.07;100;1 207.00;
43;240 805 900 800 042;10:00:30;SBER [LSE_IOB];12.075;100;1 207.50;
44;240 805 900 800 043;10:00:30;SBER [LSE_IOB];12.075;100;1 207.50;
45;240 805 900 800 044;10:00:30;SBER [LSE_IOB];12.075;100;1 207.50;
46;240 805 900 800 045;10:00:31;SBER [LSE_IOB];12.075;100;1 207.50;
47;240 805 900 800 046;10:00:31;SBER [LSE_IOB];12.075;100;1 207.50;
48;240 805 900 800 047;10:00:31;SBER [LSE_IOB];12.075;100;1 207.50;
49;240 805 900 800 048;10:00:31;SBER [LSE_IOB];12.075;100;1 207.50;
