date;open;high;low;close
03.10.2020 18:38;100.78;100.78;100.62;100.68
03.10.2020 18:37;100.74;100.82;100.70;100.80
03.10.2020 18:36;100.52;100.74;100.50;100.74
03.10.2020 18:35;100.62;100.76;100.50;100.50
03.10.2020 18:34;100.62;100.76;100.56;100.64
03.10.2020 18:33;100.68;100.72;100.56;100.64
03.10.2020 18:32;100.54;100.76;100.54;100.70
03.10.2020 18:31;100.40;100.64;100.38;100.50
03.10.2020 18:30;100.46;100.72;100.42;100.42
03.10.2020 18:29;101.12;101.12;100.38;100.52
03.10.2020 18:28;101.12;101.18;100.96;101.12
03.10.2020 18:27;100.82;101.12;100.82;101.12
03.10.2020 18:26;100.80;100.88;100.70;100.82
03.10.2020 18:25;100.86;100.96;100.76;100.80
03.10.2020 18:24;100.94;100.94;100.78;100.88
03.10.2020 18:23;100.98;101.08;100.94;100.96
03.10.2020 18:22;101.08;101.16;100.90;100.98
03.10.2020 18:21;101.16;101.30;101.08;101.10
03.10.2020 18:20;101.42;101.46;101.14;101.18
03.10.2020 18:19;101.48;101.54;101.28;101.38
03.10.2020 18:18;101.72;101.74;101.44;101.48
03.10.2020 18:17;101.94;101.94;101.66;101.74
03.10.2020 18:16;102.08;102.14;101.92;101.96
03.10.2020 18:15;102.10;102.14;101.94;102.06
03.10.2020 18:14;101.98;102.14;101.94;102.10
03.10.2020 18:13;102.12;102.12;101.92;101.98
03.10.2020 18:12;101.86;102.14;101.84;102.14
03.10.2020 18:11;102.06;102.10;101.82;101.86
03.10.2020 18:10;102.24;102.28;102.02;102.08
03.10.2020 18:09;102.28;102.32;102.22;102.26
03.10.2020 18:08;102.06;102.28;102.04;102.28
03.10.2020 18:07;102.16;102.26;102.02;102.06
03.10.2020 18:06;102.14;102.34;102.14;102.16
03.10.2020 18:05;102.16;102.18;102.02;102.12
03.10.2020 18:04;102.24;102.38;102.14;102.16
03.10.2020 18:03;102.00;102.30;101.90;102.26
03.10.2020 18:02;101.70;102.00;101.64;101.98
03.10.2020 18:01;101.94;101.98;101.68;101.72
03.10.2020 18:00;102.10;102.16;101.92;101.98
03.10.2020 17:59;102.30;102.34;102.08;102.10
03.10.2020 17:58;102.64;102.64;102.30;102.32
03.10.2020 17:57;102.72;102.76;102.54;102.62
03.10.2020 17:56;102.54;102.76;102.52;102.74
03.10.2020 17:55;102.18;102.64;102.18;102.54
03.10.2020 17:54;102.46;102.48;102.18;102.20
03.10.2020 17:53;102.48;102.58;102.38;102.48
03.10.2020 17:52;102.80;102.80;102.48;102.48
03.10.2020 17:51;102.68;102.90;102.66;102.78
03.10.2020 17:50;102.94;102.94;102.64;102.64
03.10.2020 17:49;103.22;103.24;102.86;102.92
03.10.2020 17:48;103.40;103.44;103.24;103.26
03.10.2020 17:47;103.34;103.44;103.28;103.38
03.10.2020 17:46;103.52;103.52;103.26;103.34
03.10.2020 17:45;103.56;103.62;103.42;103.52
03.10.2020 17:44;103.62;103.68;103.52;103.56
03.10.2020 17:43;103.54;103.66;103.48;103.64
03.10.2020 17:42;103.60;103.64;103.38;103.56
03.10.2020 17:41;103.52;103.64;103.48;103.64
03.10.2020 17:40;103.56;103.62;103.52;103.52
03.10.2020 17:39;103.56;103.64;103.50;103.54
03.10.2020 17:38;103.52;103.66;103.44;103.52
03.10.2020 17:37;103.52;103.60;103.48;103.52
03.10.2020 17:36;103.60;103.68;103.46;103.52
03.10.2020 17:35;103.72;103.82;103.64;103.66
03.10.2020 17:34;103.54;103.74;103.54;103.72
03.10.2020 17:33;103.52;103.60;103.50;103.52
03.10.2020 17:32;103.66;103.66;103.46;103.56
03.10.2020 17:31;103.94;103.94;103.60;103.66
03.10.2020 17:30;103.98;104.06;103.96;103.98
03.10.2020 17:29;103.82;104.04;103.82;104.02
03.10.2020 17:28;103.82;103.92;103.80;103.80
03.10.2020 17:27;103.64;103.86;103.62;103.82
03.10.2020 17:26;103.70;103.72;103.60;103.64
03.10.2020 17:25;103.92;103.92;103.70;103.76
03.10.2020 17:24;104.20;104.36;103.94;103.94
03.10.2020 17:23;104.28;104.28;104.06;104.14
03.10.2020 17:22;104.40;104.42;104.24;104.28
03.10.2020 17:21;104.46;104.50;104.26;104.42
03.10.2020 17:20;104.02;104.48;104.02;104.44
03.10.2020 17:19;104.10;104.12;103.88;103.98
03.10.2020 17:18;103.92;104.08;103.92;104.06
03.10.2020 17:17;103.82;103.92;103.80;103.88
03.10.2020 17:16;103.94;104.02;103.82;103.82
03.10.2020 17:15;103.94;104.06;103.86;103.92
03.10.2020 17:14;103.84;104.02;103.80;103.94
03.10.2020 17:13;103.92;103.96;103.80;103.86
03.10.2020 17:12;103.92;103.98;103.88;103.94
03.10.2020 17:11;103.86;103.96;103.76;103.94
03.10.2020 17:10;103.76;103.94;103.76;103.88
03.10.2020 17:09;103.72;103.86;103.72;103.82
03.10.2020 17:08;103.70;103.76;103.62;103.74
03.10.2020 17:07;103.60;103.76;103.60;103.68
03.10.2020 17:06;103.40;103.58;103.36;103.56
03.10.2020 17:05;103.62;103.68;103.32;103.36
03.10.2020 17:04;103.56;103.66;103.52;103.60
03.10.2020 17:03;103.44;103.64;103.42;103.56
03.10.2020 17:02;103.36;103.48;103.34;103.46
03.10.2020 17:01;103.10;103.36;103.10;103.34
03.10.2020 17:00;103.30;103.30;103.02;103.14
03.10.2020 16:59;103.18;103.32;103.12;103.32
03.10.2020 16:58;103.24;103.34;103.16;103.18
03.10.2020 16:57;103.14;103.22;103.10;103.22
03.10.2020 16:56;103.10;103.20;103.02;103.16
03.10.2020 16:55;102.96;103.12;102.96;103.08
03.10.2020 16:54;102.94;103.14;102.94;103.00
03.10.2020 16:53;102.76;102.92;102.76;102.92
03.10.2020 16:52;103.00;103.00;102.68;102.76
03.10.2020 16:51;103.20;103.20;102.98;103.04
03.10.2020 16:50;103.24;103.24;103.14;103.22
03.10.2020 16:49;103.26;103.38;103.20;103.28
03.10.2020 16:48;103.18;103.30;103.18;103.24
03.10.2020 16:47;103.60;103.60;103.18;103.18
03.10.2020 16:46;103.60;103.76;103.56;103.60
03.10.2020 16:45;103.66;103.74;103.56;103.56
03.10.2020 16:44;103.68;103.76;103.58;103.70
03.10.2020 16:43;103.58;103.68;103.56;103.66
03.10.2020 16:42;103.64;103.72;103.52;103.58
03.10.2020 16:41;103.72;103.78;103.58;103.62
03.10.2020 16:40;103.80;103.80;103.66;103.72
03.10.2020 16:39;103.80;103.94;103.78;103.84
03.10.2020 16:38;103.82;103.84;103.66;103.80
03.10.2020 16:37;103.58;103.84;103.52;103.82
03.10.2020 16:36;103.66;103.72;103.56;103.58
03.10.2020 16:35;104.06;104.08;103.62;103.64
03.10.2020 16:34;104.06;104.20;104.02;104.06
03.10.2020 16:33;103.86;104.12;103.86;104.06
03.10.2020 16:32;103.56;103.86;103.56;103.86
03.10.2020 16:31;103.50;103.56;103.34;103.56
03.10.2020 16:30;103.32;103.74;103.20;103.50
03.10.2020 16:29;103.58;103.66;103.34;103.34
03.10.2020 16:28;103.50;103.62;103.46;103.58
03.10.2020 16:27;103.52;103.58;103.48;103.52
03.10.2020 16:26;103.36;103.52;103.36;103.50
03.10.2020 16:25;103.40;103.44;103.36;103.36
03.10.2020 16:24;103.46;103.46;103.34;103.40
03.10.2020 16:23;103.46;103.54;103.40;103.44
03.10.2020 16:22;103.54;103.56;103.36;103.50
03.10.2020 16:21;103.42;103.62;103.42;103.52
03.10.2020 16:20;103.34;103.42;103.32;103.42
03.10.2020 16:19;103.20;103.34;103.12;103.34
03.10.2020 16:18;103.18;103.22;103.10;103.22
03.10.2020 16:17;103.14;103.24;103.12;103.18
03.10.2020 16:16;103.24;103.26;103.08;103.10
03.10.2020 16:15;103.24;103.26;103.12;103.22
03.10.2020 16:14;103.26;103.34;103.26;103.30
03.10.2020 16:13;103.18;103.30;103.18;103.26
03.10.2020 16:12;103.16;103.28;103.16;103.20
03.10.2020 16:11;103.12;103.20;103.10;103.16
03.10.2020 16:10;103.00;103.20;102.98;103.12
03.10.2020 16:09;103.14;103.14;102.96;102.98
03.10.2020 16:08;103.04;103.16;102.98;103.12
03.10.2020 16:07;103.00;103.10;102.98;103.06
03.10.2020 16:06;102.98;103.10;102.94;103.00
03.10.2020 16:05;103.10;103.16;102.96;103.04
03.10.2020 16:04;103.40;103.44;103.02;103.08
03.10.2020 16:03;103.38;103.42;103.24;103.38
03.10.2020 16:02;103.14;103.38;103.14;103.38
03.10.2020 16:01;103.20;103.24;103.08;103.16
03.10.2020 16:00;102.78;103.16;102.78;103.16
03.10.2020 15:59;102.74;102.90;102.70;102.82
03.10.2020 15:58;102.70;102.82;102.62;102.76
03.10.2020 15:57;103.02;103.02;102.70;102.74
03.10.2020 15:56;103.02;103.12;102.96;103.04
03.10.2020 15:55;103.04;103.06;102.86;103.02
03.10.2020 15:54;102.62;103.04;102.62;103.02
03.10.2020 15:53;102.68;102.80;102.22;102.68
03.10.2020 15:52;103.02;103.56;102.54;102.66
03.10.2020 15:51;102.66;103.10;102.60;103.02
03.10.2020 15:50;102.58;102.66;102.56;102.66
03.10.2020 15:49;102.44;102.66;102.44;102.58
03.10.2020 15:48;102.34;102.42;102.34;102.42
03.10.2020 15:47;102.30;102.36;102.18;102.32
03.10.2020 15:46;102.22;102.30;102.16;102.30
03.10.2020 15:45;102.22;102.22;102.14;102.20
03.10.2020 15:44;102.14;102.24;102.14;102.20
03.10.2020 15:43;102.20;102.36;102.16;102.18
03.10.2020 15:42;102.62;102.64;102.20;102.22
03.10.2020 15:41;102.50;102.66;102.40;102.62
03.10.2020 15:40;102.52;102.64;102.48;102.48
03.10.2020 15:39;102.34;102.52;102.34;102.52
03.10.2020 15:38;102.42;102.48;102.36;102.36
03.10.2020 15:37;102.38;102.50;102.36;102.42
03.10.2020 15:36;102.34;102.40;102.34;102.36
03.10.2020 15:35;102.44;102.50;102.32;102.32
03.10.2020 15:34;102.64;102.64;102.38;102.46
03.10.2020 15:33;102.46;102.62;102.46;102.60
03.10.2020 15:32;102.46;102.54;102.42;102.42
03.10.2020 15:31;102.46;102.56;102.46;102.46
03.10.2020 15:30;102.46;102.46;102.36;102.44
03.10.2020 15:29;102.46;102.48;102.32;102.46
03.10.2020 15:28;102.48;102.54;102.44;102.46
03.10.2020 15:27;102.46;102.58;102.44;102.48
03.10.2020 15:26;102.56;102.60;102.44;102.46
03.10.2020 15:25;102.60;102.66;102.56;102.56
03.10.2020 15:24;102.48;102.54;102.48;102.52
03.10.2020 15:23;102.52;102.52;102.44;102.46
03.10.2020 15:22;102.28;102.52;102.28;102.52
03.10.2020 15:21;102.24;102.32;102.24;102.30
03.10.2020 15:20;102.34;102.40;102.24;102.24
03.10.2020 15:19;102.44;102.54;102.34;102.34
03.10.2020 15:18;102.44;102.56;102.40;102.48
03.10.2020 15:17;102.56;102.56;102.36;102.42
03.10.2020 15:16;102.50;102.58;102.48;102.56
03.10.2020 15:15;102.58;102.60;102.42;102.48
03.10.2020 15:14;102.52;102.68;102.52;102.56
03.10.2020 15:13;102.34;102.52;102.34;102.52
03.10.2020 15:12;102.10;102.38;102.10;102.32
03.10.2020 15:11;102.24;102.26;102.08;102.14
03.10.2020 15:10;101.94;102.22;101.94;102.22
03.10.2020 15:09;102.06;102.24;101.92;101.98
03.10.2020 15:08;102.14;102.18;102.02;102.02
03.10.2020 15:07;102.62;102.70;102.20;102.20
03.10.2020 15:06;102.48;102.68;102.42;102.62
03.10.2020 15:05;102.62;102.66;102.40;102.46
03.10.2020 15:04;102.58;102.62;102.50;102.60
03.10.2020 15:03;102.50;102.66;102.50;102.58
03.10.2020 15:02;102.32;102.48;102.32;102.48
03.10.2020 14:59;102.42;102.42;102.26;102.32
03.10.2020 14:58;102.56;102.56;102.28;102.38
03.10.2020 14:57;102.22;102.54;102.10;102.54
03.10.2020 14:56;102.06;102.24;102.04;102.18
03.10.2020 14:55;102.14;102.16;102.06;102.08
03.10.2020 14:54;102.18;102.20;102.14;102.14
03.10.2020 14:53;102.20;102.20;102.12;102.18
03.10.2020 14:52;102.20;102.24;102.16;102.18
03.10.2020 14:51;102.30;102.30;102.18;102.20
03.10.2020 14:50;102.12;102.34;102.12;102.32
03.10.2020 14:49;102.14;102.20;102.12;102.12
03.10.2020 14:48;102.40;102.40;102.06;102.12
03.10.2020 14:47;102.36;102.42;102.32;102.40
03.10.2020 14:46;102.44;102.54;102.34;102.36
03.10.2020 14:45;102.48;102.50;102.34;102.42
03.10.2020 14:44;102.66;102.70;102.50;102.50
03.10.2020 14:43;102.66;102.68;102.62;102.64
03.10.2020 14:42;102.84;102.84;102.64;102.66
03.10.2020 14:41;102.74;102.84;102.74;102.84
03.10.2020 14:40;102.84;102.84;102.70;102.72
03.10.2020 14:39;102.86;102.92;102.82;102.86
03.10.2020 14:38;102.86;102.88;102.76;102.84
03.10.2020 14:37;102.74;102.88;102.72;102.88
03.10.2020 14:36;102.88;102.92;102.74;102.74
03.10.2020 14:35;102.88;102.90;102.78;102.90
03.10.2020 14:34;102.90;102.90;102.84;102.86
03.10.2020 14:33;102.96;102.96;102.84;102.92
03.10.2020 14:32;103.08;103.08;102.92;102.98
03.10.2020 14:31;103.02;103.08;103.02;103.06
03.10.2020 14:30;102.78;103.06;102.78;103.00
03.10.2020 14:29;102.66;102.76;102.58;102.76
03.10.2020 14:28;102.92;102.92;102.68;102.68
03.10.2020 14:27;102.72;102.96;102.72;102.92
03.10.2020 14:26;102.82;102.94;102.70;102.70
03.10.2020 14:25;102.98;103.04;102.84;102.84
03.10.2020 14:24;103.20;103.20;103.00;103.00
03.10.2020 14:23;103.06;103.20;103.04;103.20
03.10.2020 14:22;103.20;103.22;103.08;103.08
03.10.2020 14:21;103.16;103.26;103.14;103.20
03.10.2020 14:20;103.34;103.34;103.18;103.20
03.10.2020 14:19;103.38;103.38;103.30;103.34
03.10.2020 14:18;103.32;103.46;103.32;103.40
03.10.2020 14:17;103.40;103.42;103.30;103.34
03.10.2020 14:16;103.44;103.44;103.32;103.38
03.10.2020 14:15;103.48;103.48;103.34;103.42
03.10.2020 14:14;103.58;103.58;103.44;103.44
03.10.2020 14:13;103.54;103.66;103.48;103.56
03.10.2020 14:12;103.40;103.54;103.40;103.54
03.10.2020 14:11;103.34;103.46;103.32;103.40
03.10.2020 14:10;103.34;103.38;103.32;103.36
03.10.2020 14:09;103.40;103.40;103.30;103.34
03.10.2020 14:08;103.18;103.38;103.18;103.36
03.10.2020 14:07;103.20;103.28;103.20;103.20
03.10.2020 14:06;103.22;103.30;103.16;103.18
03.10.2020 14:05;103.02;103.30;103.02;103.22
03.10.2020 14:04;103.00;103.04;102.90;103.02
03.10.2020 14:03;103.08;103.12;102.96;102.98
03.10.2020 14:02;103.14;103.22;103.04;103.08
03.10.2020 14:01;103.30;103.30;103.04;103.14
03.10.2020 14:00;103.38;103.40;103.26;103.30
03.10.2020 13:59;103.24;103.44;103.18;103.44
03.10.2020 13:58;103.42;103.42;103.16;103.24
03.10.2020 13:57;103.44;103.50;103.42;103.42
03.10.2020 13:56;103.42;103.42;103.34;103.42
03.10.2020 13:55;103.34;103.54;103.28;103.40
03.10.2020 13:54;103.32;103.44;103.26;103.34
03.10.2020 13:53;103.38;103.42;103.18;103.28
03.10.2020 13:52;103.36;103.42;103.28;103.38
03.10.2020 13:51;103.60;103.60;103.32;103.34
03.10.2020 13:49;103.38;103.42;103.36;103.42
03.10.2020 13:48;103.28;103.38;103.28;103.38
03.10.2020 13:47;103.20;103.30;103.20;103.26
03.10.2020 13:46;103.26;103.26;103.20;103.20
03.10.2020 13:45;103.20;103.28;103.14;103.26
03.10.2020 13:44;103.10;103.20;103.04;103.20
03.10.2020 13:43;103.06;103.20;103.04;103.14
03.10.2020 13:42;103.04;103.08;103.00;103.06
03.10.2020 13:41;103.02;103.12;103.02;103.08
03.10.2020 13:40;103.06;103.10;102.92;102.98
03.10.2020 13:39;103.00;103.08;102.96;103.08
03.10.2020 13:38;102.98;103.04;102.94;102.96
03.10.2020 13:37;102.90;102.98;102.86;102.98
03.10.2020 13:36;102.96;102.98;102.88;102.92
03.10.2020 13:35;102.98;103.02;102.92;102.96
03.10.2020 13:34;103.02;103.06;102.98;102.98
03.10.2020 13:33;103.06;103.08;102.94;103.04
03.10.2020 13:32;102.94;103.06;102.92;103.02
03.10.2020 13:31;102.80;102.90;102.78;102.86
03.10.2020 13:30;102.94;102.94;102.70;102.82
03.10.2020 13:29;102.82;102.98;102.82;102.94
03.10.2020 13:28;102.80;102.88;102.76;102.86
03.10.2020 13:27;102.78;102.86;102.72;102.82
03.10.2020 13:26;102.72;102.82;102.64;102.80
03.10.2020 13:25;102.48;102.72;102.48;102.72
03.10.2020 13:24;102.66;102.72;102.46;102.50
03.10.2020 13:23;102.56;102.74;102.56;102.64
03.10.2020 13:22;102.62;102.66;102.58;102.58
03.10.2020 13:21;102.74;102.74;102.62;102.62
03.10.2020 13:20;102.84;102.84;102.72;102.74
03.10.2020 13:19;102.74;102.82;102.68;102.82
03.10.2020 13:18;102.72;102.80;102.70;102.74
03.10.2020 13:17;102.84;102.84;102.66;102.72
03.10.2020 13:16;102.86;102.92;102.80;102.84
03.10.2020 13:15;103.02;103.04;102.86;102.88
03.10.2020 13:14;103.06;103.06;102.94;103.00
03.10.2020 13:13;103.08;103.12;103.04;103.08
03.10.2020 13:12;103.14;103.14;103.04;103.06
03.10.2020 13:11;103.12;103.18;103.10;103.16
03.10.2020 13:10;103.08;103.16;103.06;103.10
03.10.2020 13:09;103.10;103.16;103.06;103.06
03.10.2020 13:08;102.90;103.12;102.90;103.10
03.10.2020 13:07;102.98;102.98;102.86;102.88
03.10.2020 13:06;102.98;102.98;102.84;102.98
03.10.2020 13:05;102.82;103.00;102.82;102.94
03.10.2020 13:04;102.72;102.82;102.66;102.78
03.10.2020 13:03;102.62;102.70;102.58;102.70
03.10.2020 13:02;102.60;102.64;102.54;102.62
03.10.2020 13:01;102.74;102.76;102.54;102.58
03.10.2020 13:00;102.78;102.80;102.58;102.72
03.10.2020 12:59;102.78;102.92;102.76;102.80
03.10.2020 12:58;102.88;102.90;102.80;102.80
03.10.2020 12:57;102.92;102.98;102.78;102.90
03.10.2020 12:56;102.84;102.94;102.80;102.92
03.10.2020 12:55;102.72;102.82;102.72;102.80
03.10.2020 12:54;102.74;102.86;102.70;102.72
03.10.2020 12:53;102.60;102.82;102.54;102.72
03.10.2020 12:52;102.78;102.80;102.58;102.58
03.10.2020 12:51;102.80;102.90;102.70;102.76
03.10.2020 12:50;102.78;102.80;102.70;102.78
03.10.2020 12:49;102.90;102.94;102.74;102.76
03.10.2020 12:48;102.82;103.00;102.82;102.90
03.10.2020 12:47;102.70;102.90;102.68;102.82
03.10.2020 12:46;102.74;102.74;102.62;102.70
03.10.2020 12:45;102.62;102.74;102.52;102.74
03.10.2020 12:44;102.84;102.84;102.64;102.64
03.10.2020 12:43;102.66;102.84;102.64;102.84
03.10.2020 12:42;102.60;102.66;102.50;102.66
03.10.2020 12:41;102.48;102.64;102.48;102.60
03.10.2020 12:40;102.38;102.50;102.32;102.44
03.10.2020 12:39;102.42;102.54;102.36;102.36
03.10.2020 12:38;102.22;102.44;102.20;102.40
03.10.2020 12:37;102.16;102.20;102.10;102.16
03.10.2020 12:36;102.06;102.18;102.02;102.16
03.10.2020 12:35;101.98;102.06;101.94;102.06
03.10.2020 12:34;101.84;101.98;101.78;101.98
03.10.2020 12:33;101.88;102.04;101.82;101.84
03.10.2020 12:32;102.06;102.08;101.86;101.88
03.10.2020 12:31;101.88;102.12;101.88;102.04
03.10.2020 12:30;101.82;101.86;101.74;101.84
03.10.2020 12:29;101.80;101.88;101.74;101.80
03.10.2020 12:28;101.84;101.86;101.70;101.80
03.10.2020 12:27;101.96;101.96;101.78;101.84
03.10.2020 12:26;102.08;102.12;101.96;101.96
03.10.2020 12:25;102.08;102.16;101.96;102.06
03.10.2020 12:24;102.38;102.44;102.04;102.08
03.10.2020 12:23;102.32;102.48;102.26;102.38
03.10.2020 12:22;102.04;102.36;102.02;102.34
03.10.2020 12:21;102.10;102.20;102.02;102.04
03.10.2020 12:20;102.26;102.26;102.08;102.10
03.10.2020 12:19;102.28;102.28;102.12;102.28
03.10.2020 12:18;102.26;102.38;102.20;102.30
03.10.2020 12:17;101.92;102.26;101.88;102.24
03.10.2020 12:16;101.90;101.96;101.88;101.90
03.10.2020 12:15;101.82;101.88;101.72;101.88
03.10.2020 12:14;101.80;101.86;101.74;101.84
03.10.2020 12:13;101.82;101.92;101.68;101.80
03.10.2020 12:12;101.78;101.84;101.60;101.82
03.10.2020 12:11;102.10;102.10;101.80;101.82
03.10.2020 12:10;102.46;102.50;102.08;102.16
03.10.2020 12:09;102.50;102.52;102.40;102.46
03.10.2020 12:08;102.46;102.54;102.44;102.48
03.10.2020 12:07;102.30;102.50;102.24;102.42
03.10.2020 12:06;102.24;102.44;102.22;102.30
03.10.2020 12:05;102.40;102.44;102.22;102.26
03.10.2020 12:04;102.42;102.44;102.22;102.38
03.10.2020 12:03;102.36;102.42;102.20;102.36
03.10.2020 12:02;102.14;102.36;102.12;102.36
03.10.2020 12:01;101.92;102.12;101.82;102.12
03.10.2020 12:00;102.16;102.22;101.76;101.88
03.10.2020 11:59;102.10;102.30;102.10;102.14
03.10.2020 11:58;102.04;102.10;101.98;102.06
03.10.2020 11:57;101.88;102.08;101.88;102.08
03.10.2020 11:56;101.84;101.94;101.80;101.90
03.10.2020 11:55;101.56;101.84;101.46;101.84
03.10.2020 11:54;101.64;101.68;101.54;101.54
03.10.2020 11:53;101.62;101.94;101.60;101.68
03.10.2020 11:52;101.48;101.62;101.42;101.62
03.10.2020 11:51;101.34;101.48;101.32;101.48
03.10.2020 11:50;101.38;101.38;101.16;101.34
03.10.2020 11:49;101.44;101.58;101.36;101.44
03.10.2020 11:48;101.40;101.52;101.34;101.46
03.10.2020 11:47;101.72;101.72;101.32;101.40
03.10.2020 11:46;101.70;101.72;101.64;101.70
03.10.2020 11:45;101.82;101.86;101.60;101.72
03.10.2020 11:44;101.76;101.94;101.74;101.82
03.10.2020 11:43;101.80;101.84;101.72;101.78
03.10.2020 11:42;101.66;101.94;101.64;101.80
03.10.2020 11:41;101.70;101.78;101.62;101.68
03.10.2020 11:40;101.42;101.78;101.38;101.72
03.10.2020 11:39;101.24;101.48;101.24;101.44
03.10.2020 11:38;101.26;101.34;101.16;101.22
03.10.2020 11:37;101.14;101.26;101.14;101.26
03.10.2020 11:36;100.98;101.12;100.98;101.12
03.10.2020 11:35;100.78;101.06;100.72;100.96
03.10.2020 11:34;100.82;100.88;100.76;100.78
03.10.2020 11:33;101.06;101.08;100.82;100.84
03.10.2020 11:32;100.84;101.08;100.84;101.06
03.10.2020 11:31;100.74;100.86;100.72;100.86
03.10.2020 11:30;100.82;100.86;100.62;100.72
03.10.2020 11:29;100.70;100.90;100.68;100.80
03.10.2020 11:28;100.64;100.84;100.62;100.72
03.10.2020 11:27;100.82;100.84;100.62;100.66
03.10.2020 11:26;100.98;101.12;100.86;100.88
03.10.2020 11:25;101.00;101.02;100.88;100.98
03.10.2020 11:24;100.88;101.04;100.76;101.04
03.10.2020 11:23;100.48;101.00;100.42;100.84
03.10.2020 11:22;100.46;100.54;100.42;100.50
03.10.2020 11:21;100.50;100.50;100.26;100.42
03.10.2020 11:20;100.48;100.52;100.34;100.44
03.10.2020 11:19;100.30;100.58;100.30;100.50
03.10.2020 11:18;100.36;100.40;100.12;100.24
03.10.2020 11:17;100.08;100.40;100.04;100.38
03.10.2020 11:16;100.16;100.24;99.98;100.10
03.10.2020 11:15;100.10;100.14;99.95;100.14
03.10.2020 11:14;100.30;100.30;100.00;100.12
03.10.2020 11:13;100.32;100.38;100.14;100.30
03.10.2020 11:12;100.76;100.76;100.24;100.28
03.10.2020 11:11;100.72;100.82;100.64;100.76
03.10.2020 11:10;100.88;100.92;100.62;100.68
03.10.2020 11:09;100.78;100.86;100.66;100.76
03.10.2020 11:08;100.64;100.88;100.62;100.82
03.10.2020 11:07;100.36;100.68;100.28;100.58
03.10.2020 11:06;100.16;100.38;100.08;100.32
03.10.2020 11:05;100.26;100.34;100.08;100.12
03.10.2020 11:04;100.40;100.52;100.26;100.32
03.10.2020 11:03;100.34;100.52;100.26;100.38
03.10.2020 11:02;100.42;100.44;99.89;100.30
;;;;
