date;open;high;low;close
03.09.2020 18:22;81.04;81.16;81.01;81.11
03.09.2020 18:21;81.13;81.18;80.99;81.04
03.09.2020 18:20;81.07;81.11;81.02;81.11
03.09.2020 18:19;80.94;81.16;80.94;81.07
03.09.2020 18:18;80.91;81.01;80.87;80.97
03.09.2020 18:17;80.83;80.91;80.76;80.91
03.09.2020 18:16;80.75;80.91;80.75;80.84
03.09.2020 18:15;80.81;80.89;80.75;80.75
03.09.2020 18:14;80.86;80.93;80.75;80.81
03.09.2020 18:13;80.87;80.92;80.82;80.84
03.09.2020 18:12;80.92;81.01;80.84;80.85
03.09.2020 18:11;80.78;80.96;80.78;80.96
03.09.2020 18:10;80.65;80.82;80.62;80.78
03.09.2020 18:09;80.64;80.70;80.55;80.68
03.09.2020 18:08;80.66;80.77;80.60;80.63
03.09.2020 18:07;80.67;80.83;80.65;80.67
03.09.2020 18:06;80.85;80.85;80.68;80.68
03.09.2020 18:05;80.73;80.86;80.67;80.84
03.09.2020 18:04;80.66;80.75;80.64;80.72
03.09.2020 18:03;80.85;80.86;80.65;80.66
03.09.2020 18:02;80.71;80.88;80.69;80.85
03.09.2020 18:01;80.70;80.74;80.60;80.72
03.09.2020 18:00;80.70;80.70;80.53;80.68
03.09.2020 17:59;80.73;80.79;80.64;80.74
03.09.2020 17:58;80.61;80.87;80.61;80.77
03.09.2020 17:57;80.72;80.72;80.57;80.57
03.09.2020 17:56;80.77;80.77;80.72;80.73
03.09.2020 17:55;80.82;80.82;80.74;80.75
03.09.2020 17:54;80.73;80.87;80.73;80.80
03.09.2020 17:53;80.71;80.73;80.64;80.69
03.09.2020 17:52;80.76;80.79;80.68;80.70
03.09.2020 17:51;80.86;80.91;80.76;80.79
03.09.2020 17:50;80.90;80.94;80.79;80.89
03.09.2020 17:49;80.99;81.01;80.84;80.87
03.09.2020 17:48;81.02;81.11;80.93;80.93
03.09.2020 17:47;81.27;81.27;80.97;81.00
03.09.2020 17:46;81.14;81.24;81.07;81.22
03.09.2020 17:45;81.19;81.32;81.11;81.11
03.09.2020 17:44;81.30;81.41;81.16;81.16
03.09.2020 17:43;81.53;81.53;81.29;81.31
03.09.2020 17:42;81.65;81.71;81.53;81.55
03.09.2020 17:41;81.64;81.80;81.60;81.65
03.09.2020 17:40;81.75;81.78;81.65;81.65
03.09.2020 17:39;81.74;81.82;81.66;81.75
03.09.2020 17:38;81.63;81.72;81.61;81.69
03.09.2020 17:37;81.51;81.69;81.48;81.63
03.09.2020 17:36;81.55;81.65;81.48;81.51
03.09.2020 17:35;81.68;81.73;81.51;81.52
03.09.2020 17:34;81.79;81.88;81.60;81.67
03.09.2020 17:33;81.52;81.79;81.44;81.79
03.09.2020 17:32;81.55;81.58;81.46;81.53
03.09.2020 17:31;81.58;81.81;81.57;81.59
03.09.2020 17:30;81.70;81.70;81.54;81.62
03.09.2020 17:29;81.58;81.68;81.54;81.68
03.09.2020 17:28;81.79;81.83;81.57;81.57
03.09.2020 17:27;81.79;81.86;81.64;81.84
03.09.2020 17:26;81.49;81.83;81.47;81.79
03.09.2020 17:25;81.54;81.65;81.43;81.45
03.09.2020 17:24;81.76;81.81;81.48;81.48
03.09.2020 17:23;81.48;81.90;81.45;81.78
03.09.2020 17:22;81.55;81.55;81.37;81.46
03.09.2020 17:21;81.73;81.74;81.58;81.59
03.09.2020 17:20;81.93;81.99;81.65;81.69
03.09.2020 17:19;82.10;82.11;81.87;81.97
03.09.2020 17:18;81.97;82.14;81.92;82.10
03.09.2020 17:17;81.71;82.00;81.68;81.94
03.09.2020 17:16;81.87;81.98;81.73;81.73
03.09.2020 17:15;81.70;81.91;81.70;81.79
03.09.2020 17:14;81.71;81.74;81.52;81.68
03.09.2020 17:13;81.50;81.81;81.46;81.73
03.09.2020 17:12;81.67;81.68;81.39;81.46
03.09.2020 17:11;81.53;81.73;81.41;81.63
03.09.2020 17:10;81.84;81.84;81.48;81.51
03.09.2020 17:09;81.82;81.86;81.61;81.78
03.09.2020 17:08;81.50;81.77;81.31;81.76
03.09.2020 17:07;81.34;81.55;81.32;81.55
03.09.2020 17:06;81.09;81.38;81.02;81.38
03.09.2020 17:05;80.71;81.11;80.71;81.11
03.09.2020 17:04;80.93;80.98;80.64;80.68
03.09.2020 17:03;80.96;80.98;80.80;80.98
03.09.2020 17:02;80.90;80.98;80.84;80.94
03.09.2020 17:01;80.91;81.04;80.84;80.92
03.09.2020 17:00;80.89;81.01;80.86;80.89
03.09.2020 16:59;80.81;81.08;80.79;80.87
03.09.2020 16:58;81.03;81.03;80.73;80.77
03.09.2020 16:57;81.13;81.13;80.88;81.05
03.09.2020 16:56;81.00;81.29;80.97;81.09
03.09.2020 16:55;80.89;81.08;80.65;81.00
03.09.2020 16:54;80.70;80.92;80.70;80.92
03.09.2020 16:53;80.49;80.84;80.48;80.67
03.09.2020 16:52;80.31;80.54;80.31;80.50
03.09.2020 16:51;80.36;80.70;80.13;80.20
03.09.2020 16:50;79.77;80.47;79.70;80.41
03.09.2020 16:49;80.00;80.05;79.75;79.76
03.09.2020 16:48;79.85;80.04;79.78;80.00
03.09.2020 16:47;80.17;80.20;79.88;79.88
03.09.2020 16:46;79.80;80.32;79.80;80.17
03.09.2020 16:45;79.77;79.91;79.71;79.82
03.09.2020 16:44;80.00;80.02;79.76;79.79
03.09.2020 16:43;79.87;79.96;79.75;79.96
03.09.2020 16:42;79.92;80.02;79.82;79.83
03.09.2020 16:41;79.74;79.97;79.70;79.90
03.09.2020 16:40;79.86;79.86;79.71;79.74
03.09.2020 16:39;79.83;79.89;79.76;79.85
03.09.2020 16:38;79.98;79.98;79.70;79.85
03.09.2020 16:37;80.07;80.13;79.91;79.97
03.09.2020 16:36;80.17;80.19;80.03;80.03
03.09.2020 16:35;80.12;80.20;80.02;80.17
03.09.2020 16:34;80.58;80.60;80.05;80.11
03.09.2020 16:33;80.29;80.57;80.29;80.56
03.09.2020 16:32;80.16;80.33;80.12;80.28
03.09.2020 16:31;80.11;80.15;80.05;80.15
03.09.2020 16:30;79.87;80.13;79.84;80.13
03.09.2020 16:29;80.01;80.08;79.86;79.90
03.09.2020 16:28;80.16;80.17;79.97;79.98
03.09.2020 16:27;80.26;80.26;80.11;80.15
03.09.2020 16:26;80.21;80.31;80.17;80.27
03.09.2020 16:25;80.07;80.22;80.03;80.21
03.09.2020 16:24;80.08;80.20;80.05;80.07
03.09.2020 16:23;80.09;80.22;80.07;80.08
03.09.2020 16:22;80.19;80.29;80.08;80.08
03.09.2020 16:21;80.25;80.32;80.18;80.21
03.09.2020 16:20;80.35;80.39;80.24;80.24
03.09.2020 16:19;80.43;80.43;80.25;80.35
03.09.2020 16:18;80.47;80.47;80.39;80.45
03.09.2020 16:17;80.44;80.52;80.43;80.47
03.09.2020 16:16;80.52;80.55;80.44;80.45
03.09.2020 16:15;80.36;80.52;80.31;80.51
03.09.2020 16:14;80.41;80.42;80.35;80.36
03.09.2020 16:13;80.42;80.48;80.39;80.42
03.09.2020 16:12;80.50;80.53;80.41;80.43
03.09.2020 16:11;80.48;80.61;80.46;80.50
03.09.2020 16:10;80.55;80.55;80.38;80.47
03.09.2020 16:09;80.61;80.63;80.54;80.57
03.09.2020 16:08;80.48;80.61;80.45;80.61
03.09.2020 16:07;80.47;80.60;80.44;80.44
03.09.2020 16:06;80.57;80.57;80.48;80.48
03.09.2020 16:05;80.49;80.66;80.42;80.60
03.09.2020 16:04;80.47;80.53;80.37;80.50
03.09.2020 16:03;80.53;80.53;80.33;80.44
03.09.2020 16:02;80.62;80.62;80.51;80.52
03.09.2020 16:01;80.65;80.70;80.60;80.60
03.09.2020 16:00;80.65;80.80;80.63;80.63
03.09.2020 15:59;80.73;80.77;80.62;80.68
03.09.2020 15:58;80.91;80.98;80.73;80.73
03.09.2020 15:57;81.03;81.04;80.92;80.92
03.09.2020 15:56;81.04;81.12;81.02;81.02
03.09.2020 15:55;81.02;81.09;81.01;81.05
03.09.2020 15:54;81.00;81.08;80.98;81.04
03.09.2020 15:53;81.05;81.06;80.95;81.02
03.09.2020 15:52;81.00;81.10;80.99;81.07
03.09.2020 15:51;80.88;81.13;80.88;80.99
03.09.2020 15:50;80.80;81.02;80.80;80.90
03.09.2020 15:49;80.79;80.83;80.75;80.77
03.09.2020 15:48;80.65;80.81;80.63;80.74
03.09.2020 15:47;80.67;80.74;80.63;80.66
03.09.2020 15:46;80.67;80.70;80.65;80.65
03.09.2020 15:45;80.66;80.78;80.66;80.67
03.09.2020 15:44;80.71;80.86;80.63;80.65
03.09.2020 15:43;80.84;80.84;80.72;80.73
03.09.2020 15:42;80.71;80.84;80.71;80.84
03.09.2020 15:41;80.73;80.85;80.71;80.71
03.09.2020 15:40;80.68;80.77;80.68;80.71
03.09.2020 15:39;80.67;80.71;80.61;80.69
03.09.2020 15:38;80.64;80.72;80.64;80.69
03.09.2020 15:37;80.70;80.71;80.58;80.63
03.09.2020 15:36;80.68;80.72;80.63;80.71
03.09.2020 15:35;80.62;80.72;80.62;80.67
03.09.2020 15:34;80.62;80.63;80.55;80.56
03.09.2020 15:33;80.70;80.70;80.60;80.62
03.09.2020 15:32;80.81;80.81;80.68;80.70
03.09.2020 15:31;80.85;80.88;80.80;80.80
03.09.2020 15:30;80.96;80.96;80.83;80.83
03.09.2020 15:29;80.81;81.00;80.81;80.98
03.09.2020 15:28;80.83;80.90;80.79;80.80
03.09.2020 15:27;80.82;80.83;80.73;80.81
03.09.2020 15:26;80.98;80.98;80.79;80.79
03.09.2020 15:25;81.01;81.01;80.93;81.00
03.09.2020 15:24;80.99;81.02;80.96;81.02
03.09.2020 15:23;80.99;81.04;80.96;81.00
03.09.2020 15:22;81.01;81.06;80.99;81.00
03.09.2020 15:21;81.12;81.16;81.01;81.01
03.09.2020 15:20;81.15;81.17;81.06;81.12
03.09.2020 15:19;81.14;81.18;81.08;81.13
03.09.2020 15:18;81.13;81.21;81.13;81.14
03.09.2020 15:17;81.19;81.26;81.13;81.13
03.09.2020 15:16;81.18;81.22;81.10;81.18
03.09.2020 15:15;81.28;81.28;81.17;81.18
03.09.2020 15:14;81.38;81.38;81.27;81.31
03.09.2020 15:13;81.21;81.39;81.20;81.37
03.09.2020 15:12;81.27;81.37;81.22;81.22
03.09.2020 15:11;81.22;81.26;81.18;81.26
03.09.2020 15:10;81.20;81.22;81.14;81.21
03.09.2020 15:09;81.13;81.20;81.12;81.18
03.09.2020 15:08;81.04;81.16;81.04;81.10
03.09.2020 15:07;81.10;81.15;81.02;81.03
03.09.2020 15:06;81.18;81.25;81.08;81.10
03.09.2020 15:05;81.29;81.29;81.11;81.16
03.09.2020 15:04;81.26;81.43;81.22;81.27
03.09.2020 15:03;81.13;81.32;81.13;81.25
03.09.2020 15:02;81.00;81.11;80.94;81.11
03.09.2020 14:59;80.92;81.00;80.86;80.98
03.09.2020 14:58;80.84;80.98;80.84;80.91
03.09.2020 14:57;80.88;80.97;80.85;80.85
03.09.2020 14:56;80.97;80.97;80.82;80.82
03.09.2020 14:55;81.02;81.02;80.88;80.97
03.09.2020 14:54;81.04;81.07;80.99;81.02
03.09.2020 14:53;81.00;81.04;80.96;81.03
03.09.2020 14:52;81.03;81.03;80.98;80.98
03.09.2020 14:51;81.04;81.05;81.02;81.04
03.09.2020 14:50;81.02;81.10;81.02;81.06
03.09.2020 14:49;81.08;81.10;80.99;81.03
03.09.2020 14:48;81.07;81.11;81.02;81.10
03.09.2020 14:47;81.17;81.19;81.07;81.07
03.09.2020 14:46;80.94;81.12;80.94;81.09
03.09.2020 14:45;81.07;81.07;80.91;80.94
03.09.2020 14:44;81.13;81.13;80.92;81.05
03.09.2020 14:43;81.11;81.19;81.00;81.13
03.09.2020 14:42;80.88;81.32;80.88;81.10
03.09.2020 14:41;80.90;80.95;80.86;80.88
03.09.2020 14:40;80.83;80.92;80.81;80.89
03.09.2020 14:39;80.97;81.01;80.79;80.82
03.09.2020 14:38;81.01;81.04;80.92;80.96
03.09.2020 14:37;81.09;81.15;81.01;81.01
03.09.2020 14:36;81.01;81.08;80.95;81.07
03.09.2020 14:35;81.04;81.08;80.94;80.99
03.09.2020 14:34;80.96;81.08;80.93;81.02
03.09.2020 14:33;81.22;81.22;80.88;80.96
03.09.2020 14:32;81.54;81.54;81.25;81.25
03.09.2020 14:31;81.55;81.62;81.50;81.52
03.09.2020 14:30;81.53;81.60;81.46;81.54
03.09.2020 14:29;81.57;81.59;81.46;81.55
03.09.2020 14:28;81.58;81.63;81.52;81.57
03.09.2020 14:27;81.35;81.60;81.35;81.60
03.09.2020 14:26;81.32;81.34;81.30;81.33
03.09.2020 14:25;81.45;81.51;81.30;81.35
03.09.2020 14:24;81.52;81.55;81.39;81.43
03.09.2020 14:23;81.40;81.59;81.39;81.53
03.09.2020 14:22;81.51;81.60;81.42;81.42
03.09.2020 14:21;81.71;81.71;81.50;81.50
03.09.2020 14:20;81.88;81.88;81.63;81.72
03.09.2020 14:19;81.68;81.92;81.63;81.89
03.09.2020 14:18;81.36;81.89;81.34;81.66
03.09.2020 14:17;81.31;81.39;81.30;81.36
03.09.2020 14:16;81.33;81.35;81.22;81.31
03.09.2020 14:15;81.32;81.37;81.26;81.34
03.09.2020 14:14;81.33;81.40;81.31;81.33
03.09.2020 14:13;81.37;81.37;81.27;81.32
03.09.2020 14:12;81.29;81.41;81.25;81.36
03.09.2020 14:11;81.37;81.39;81.29;81.29
03.09.2020 14:10;81.30;81.37;81.26;81.37
03.09.2020 14:09;81.21;81.29;81.18;81.29
03.09.2020 14:08;81.32;81.33;81.20;81.21
03.09.2020 14:07;81.51;81.52;81.32;81.34
03.09.2020 14:06;81.38;81.52;81.35;81.46
03.09.2020 14:05;81.47;81.49;81.31;81.38
03.09.2020 14:04;81.68;81.68;81.47;81.47
03.09.2020 14:03;81.65;81.72;81.59;81.68
03.09.2020 14:02;81.62;81.62;81.53;81.62
03.09.2020 14:01;81.58;81.63;81.38;81.63
03.09.2020 14:00;81.83;81.83;81.57;81.57
03.09.2020 13:59;81.45;81.91;81.44;81.83
03.09.2020 13:58;81.28;81.46;81.24;81.42
03.09.2020 13:57;81.21;81.33;81.10;81.29
03.09.2020 13:56;81.12;81.30;81.11;81.21
03.09.2020 13:55;81.14;81.17;81.07;81.13
03.09.2020 13:54;80.97;81.18;80.97;81.18
03.09.2020 13:53;80.97;81.14;80.92;81.01
03.09.2020 13:52;81.18;81.18;80.97;80.97
03.09.2020 13:51;81.23;81.23;81.09;81.15
03.09.2020 13:50;81.39;81.39;81.21;81.22
03.09.2020 13:49;81.43;81.49;81.31;81.38
03.09.2020 13:48;81.57;81.57;81.33;81.44
03.09.2020 13:47;81.46;81.63;81.46;81.56
03.09.2020 13:46;81.52;81.58;81.40;81.45
03.09.2020 13:45;81.65;81.70;81.44;81.52
03.09.2020 13:44;81.53;81.64;81.44;81.64
03.09.2020 13:43;81.56;81.58;81.42;81.48
03.09.2020 13:42;81.38;81.58;81.36;81.57
03.09.2020 13:41;81.57;81.59;81.37;81.38
03.09.2020 13:40;81.73;81.77;81.55;81.55
03.09.2020 13:39;81.77;81.84;81.60;81.73
03.09.2020 13:38;82.03;82.05;81.75;81.77
03.09.2020 13:37;82.09;82.12;82.02;82.02
03.09.2020 13:36;82.09;82.10;81.93;82.10
03.09.2020 13:35;81.95;82.12;81.95;82.11
03.09.2020 13:34;81.91;82.01;81.88;81.97
03.09.2020 13:33;82.02;82.03;81.90;81.93
03.09.2020 13:32;81.91;82.03;81.85;82.03
03.09.2020 13:31;82.12;82.12;81.85;81.91
03.09.2020 13:30;82.15;82.19;81.95;82.13
03.09.2020 13:29;81.93;82.19;81.91;82.15
03.09.2020 13:28;81.74;82.03;81.74;81.93
03.09.2020 13:27;81.84;81.85;81.71;81.72
03.09.2020 13:26;81.80;81.87;81.72;81.82
03.09.2020 13:25;81.93;82.01;81.82;81.82
03.09.2020 13:24;81.67;81.97;81.67;81.93
03.09.2020 13:23;81.50;81.69;81.49;81.67
03.09.2020 13:22;81.34;81.56;81.34;81.51
03.09.2020 13:21;81.48;81.48;81.28;81.33
03.09.2020 13:20;81.37;81.52;81.28;81.47
03.09.2020 13:19;81.45;81.47;81.33;81.34
03.09.2020 13:18;81.47;81.50;81.39;81.44
03.09.2020 13:17;81.49;81.50;81.38;81.44
03.09.2020 13:16;81.57;81.64;81.49;81.51
03.09.2020 13:15;81.57;81.64;81.52;81.58
03.09.2020 13:14;81.65;81.72;81.55;81.58
03.09.2020 13:13;81.68;81.79;81.64;81.67
03.09.2020 13:12;81.80;81.80;81.67;81.67
03.09.2020 13:11;81.84;81.92;81.75;81.75
03.09.2020 13:10;81.68;81.85;81.65;81.85
03.09.2020 13:09;81.91;81.92;81.67;81.67
03.09.2020 13:08;81.87;81.97;81.84;81.91
03.09.2020 13:07;81.82;81.95;81.79;81.89
03.09.2020 13:06;81.79;81.84;81.75;81.78
03.09.2020 13:05;81.84;81.91;81.74;81.84
03.09.2020 13:04;81.87;82.05;81.79;81.81
03.09.2020 13:03;81.75;81.92;81.75;81.85
03.09.2020 13:02;82.06;82.09;81.77;81.77
03.09.2020 13:01;82.12;82.13;81.97;81.99
03.09.2020 13:00;82.20;82.27;82.11;82.11
03.09.2020 12:59;82.20;82.23;82.02;82.21
03.09.2020 12:58;82.19;82.25;82.19;82.22
03.09.2020 12:57;82.25;82.33;82.07;82.21
03.09.2020 12:56;82.27;82.41;82.14;82.22
03.09.2020 12:55;82.50;82.51;82.21;82.27
03.09.2020 12:54;82.45;82.55;82.40;82.50
03.09.2020 12:53;82.54;82.54;82.35;82.43
03.09.2020 12:52;82.77;82.85;82.51;82.58
03.09.2020 12:51;82.97;82.98;82.75;82.76
03.09.2020 12:50;82.88;83.07;82.88;82.99
03.09.2020 12:49;82.84;82.94;82.76;82.82
03.09.2020 12:48;82.71;82.81;82.63;82.81
03.09.2020 12:47;82.84;82.84;82.58;82.69
03.09.2020 12:46;82.88;82.99;82.77;82.81
03.09.2020 12:45;82.80;83.06;82.75;82.87
03.09.2020 12:44;82.28;82.88;82.28;82.83
03.09.2020 12:43;82.20;82.37;82.19;82.28
03.09.2020 12:42;82.44;82.45;82.14;82.20
03.09.2020 12:41;82.14;82.44;82.08;82.43
03.09.2020 12:40;82.42;82.45;82.21;82.23
03.09.2020 12:39;82.38;82.45;82.17;82.45
03.09.2020 12:38;82.32;82.50;82.32;82.40
03.09.2020 12:37;82.22;82.28;82.17;82.25
03.09.2020 12:36;82.20;82.27;82.05;82.22
03.09.2020 12:35;82.07;82.18;82.04;82.15
03.09.2020 12:34;82.19;82.24;82.03;82.04
03.09.2020 12:33;82.26;82.41;82.18;82.18
03.09.2020 12:32;82.65;82.65;82.23;82.24
03.09.2020 12:31;82.36;82.67;82.28;82.65
03.09.2020 12:30;82.91;82.96;82.39;82.39
03.09.2020 12:29;82.82;83.03;82.77;82.90
03.09.2020 12:28;82.90;83.04;82.84;82.85
03.09.2020 12:27;82.64;82.99;82.62;82.91
03.09.2020 12:26;82.84;82.87;82.62;82.68
03.09.2020 12:25;82.76;82.76;82.58;82.74
03.09.2020 12:24;83.04;83.16;82.79;82.81
03.09.2020 12:23;83.01;83.13;82.96;83.06
03.09.2020 12:21;83.12;83.12;83.12;83.12
03.09.2020 12:20;82.89;83.05;82.79;83.04
03.09.2020 12:19;82.80;82.91;82.56;82.91
03.09.2020 12:18;82.56;82.82;82.52;82.78
03.09.2020 12:17;82.51;82.64;82.43;82.56
03.09.2020 12:16;82.39;82.62;82.36;82.53
03.09.2020 12:15;82.22;82.46;82.18;82.38
03.09.2020 12:14;82.22;82.27;82.15;82.20
03.09.2020 12:13;81.70;82.72;81.69;82.23
03.09.2020 12:12;81.51;81.75;81.45;81.72
03.09.2020 12:11;81.30;81.50;81.16;81.48
03.09.2020 12:10;81.40;81.43;81.23;81.33
03.09.2020 12:09;81.33;81.41;81.27;81.38
03.09.2020 12:08;81.11;81.35;81.11;81.34
03.09.2020 12:07;80.99;81.13;80.92;81.13
03.09.2020 12:06;81.13;81.22;80.93;81.01
03.09.2020 12:05;80.99;81.21;80.99;81.18
03.09.2020 12:04;80.76;81.09;80.74;80.99
03.09.2020 12:03;80.68;80.92;80.67;80.76
03.09.2020 12:02;80.87;80.93;80.69;80.69
03.09.2020 12:01;81.04;81.06;80.86;80.86
03.09.2020 12:00;81.00;81.14;80.95;81.10
03.09.2020 11:59;80.90;80.99;80.81;80.99
03.09.2020 11:58;81.01;81.01;80.86;80.90
03.09.2020 11:57;80.89;81.07;80.85;80.98
03.09.2020 11:56;81.11;81.11;80.84;80.84
03.09.2020 11:55;81.12;81.30;81.11;81.11
03.09.2020 11:54;81.25;81.25;81.00;81.14
03.09.2020 11:53;81.22;81.44;81.19;81.21
03.09.2020 11:52;81.44;81.44;81.15;81.23
03.09.2020 11:51;81.54;81.59;81.39;81.45
03.09.2020 11:50;81.24;81.67;81.20;81.58
03.09.2020 11:49;81.15;81.32;81.06;81.30
03.09.2020 11:48;81.04;81.25;81.01;81.19
03.09.2020 11:47;80.95;81.08;80.81;81.02
03.09.2020 11:46;81.09;81.17;80.77;80.90
03.09.2020 11:45;81.04;81.20;80.90;81.12
03.09.2020 11:44;80.54;81.02;80.54;81.02
03.09.2020 11:43;80.42;80.55;80.39;80.54
03.09.2020 11:42;80.23;80.45;80.23;80.45
03.09.2020 11:41;80.36;80.39;80.21;80.22
03.09.2020 11:40;80.42;80.49;80.32;80.34
03.09.2020 11:39;80.37;80.46;80.33;80.42
03.09.2020 11:38;80.23;80.39;80.18;80.38
03.09.2020 11:37;79.96;80.28;79.93;80.22
03.09.2020 11:36;80.16;80.16;79.97;79.97
03.09.2020 11:35;80.15;80.15;79.86;80.15
03.09.2020 11:34;80.01;80.18;80.00;80.10
03.09.2020 11:33;80.25;80.27;79.99;80.01
03.09.2020 11:32;80.29;80.32;80.12;80.24
03.09.2020 11:31;79.82;80.24;79.77;80.22
03.09.2020 11:30;80.20;80.21;79.83;79.83
03.09.2020 11:29;80.31;80.39;80.19;80.21
03.09.2020 11:28;80.21;80.28;80.14;80.24
03.09.2020 11:27;80.08;80.32;80.04;80.24
03.09.2020 11:26;80.03;80.17;80.00;80.11
03.09.2020 11:25;80.00;80.26;79.92;80.01
03.09.2020 11:24;79.83;80.00;79.79;79.98
03.09.2020 11:23;79.83;79.96;79.77;79.84
03.09.2020 11:22;79.97;80.03;79.77;79.80
03.09.2020 11:21;80.05;80.07;79.89;79.94
03.09.2020 11:20;79.84;80.11;79.71;80.11
03.09.2020 11:19;79.81;80.00;79.63;79.87
03.09.2020 11:18;79.59;80.06;79.58;79.86
03.09.2020 11:17;80.02;80.14;79.61;79.61
03.09.2020 11:16;80.02;80.11;79.92;80.03
03.09.2020 11:15;79.75;80.10;79.75;80.00
03.09.2020 11:14;79.75;79.86;79.59;79.76
03.09.2020 11:13;79.57;79.93;79.57;79.74
03.09.2020 11:12;79.37;79.59;79.30;79.56
03.09.2020 11:11;79.39;79.58;79.29;79.41
03.09.2020 11:10;79.18;79.51;79.03;79.36
03.09.2020 11:09;79.56;79.67;79.22;79.22
03.09.2020 11:08;79.62;79.63;79.19;79.58
03.09.2020 11:07;79.46;79.80;79.46;79.67
03.09.2020 11:06;79.55;79.79;79.27;79.42
03.09.2020 11:05;80.25;80.38;79.49;79.51
03.09.2020 11:04;80.34;80.56;80.17;80.27
03.09.2020 11:03;79.31;80.51;79.27;80.51
03.09.2020 11:02;80.00;81.20;79.10;79.32
